#DNA_BINDING PROTEINS,,,,,
MONOMERS FRAME  6973,,,,,
COMPLEXES FRAME  6960,,,,,
protId, coordinates, strand, dna_footprint,,
 #TU not for mRNA=> TU_088: rRNA; TU_178/TU_181/TU_226/TU_227: sRNA;TU_007/TU_037/TU_123/TU_134/TU_135/TU_136/TU_137/TU_138/TU_139/TU_140/TU_141/TU_146/TU_166/TU_168/TU_172/TU_187/TU_188/TU_189/TU_194/TU_220/TU_221/TU_223/TU_248/TU_250/TU_252/TU_276: tRNA,,,,,
 coordinate (nt),, strand, state, transcript length (nt), TranscriptionUnit id
RNA_POLYMERASE,0,0,-2,0,0
RNA_POLYMERASE,0,0,-2,0,0
RNA_POLYMERASE,0,0,0,0,0
RNA_POLYMERASE,7532,1,239,239,3
RNA_POLYMERASE,23668,1,1280,1280,10
RNA_POLYMERASE,25522,1,3134,3134,10
RNA_POLYMERASE,26477,1,442,442,11
RNA_POLYMERASE,29668,1,117,117,13
RNA_POLYMERASE,43857,1,-1,0,0
RNA_POLYMERASE,52715,1,2876,2876,25
RNA_POLYMERASE,64530,2,1719,1719,32
RNA_POLYMERASE,77501,1,3812,3812,40
RNA_POLYMERASE,82655,1,-1,0,0
RNA_POLYMERASE,109395,1,134,134,52
RNA_POLYMERASE,110135,1,874,874,52
RNA_POLYMERASE,114339,1,1622,1622,55
RNA_POLYMERASE,115497,1,2780,2780,55
RNA_POLYMERASE,117261,1,336,336,56
RNA_POLYMERASE,117877,1,325,325,57
RNA_POLYMERASE,118259,1,235,235,58
RNA_POLYMERASE,129526,1,840,840,63
RNA_POLYMERASE,136760,1,1992,1992,68
RNA_POLYMERASE,146230,1,1258,1258,74
RNA_POLYMERASE,149070,1,4098,4098,74
RNA_POLYMERASE,150920,1,5948,5948,74
RNA_POLYMERASE,163542,1,2580,2580,86
RNA_POLYMERASE,164131,1,3169,3169,86
RNA_POLYMERASE,164496,1,3534,3534,86
RNA_POLYMERASE,172450,1,2444,2444,88
RNA_POLYMERASE,173953,1,3947,3947,88
RNA_POLYMERASE,184212,1,160,160,93
RNA_POLYMERASE,210089,1,1523,1523,113
RNA_POLYMERASE,213045,2,-1,0,0
RNA_POLYMERASE,219756,1,2996,2996,116
RNA_POLYMERASE,232654,1,646,646,119
RNA_POLYMERASE,236191,1,675,675,120
RNA_POLYMERASE,239362,2,-1,0,0
RNA_POLYMERASE,253904,1,1325,1325,132
RNA_POLYMERASE,255333,1,713,713,133
RNA_POLYMERASE,255542,1,922,922,133
RNA_POLYMERASE,261992,1,2816,2816,143
RNA_POLYMERASE,266831,1,166,166,147
RNA_POLYMERASE,270078,1,829,829,148
RNA_POLYMERASE,272775,1,2371,2371,149
RNA_POLYMERASE,278780,1,4128,4128,151
RNA_POLYMERASE,283063,1,1071,1071,154
RNA_POLYMERASE,283405,1,10,10,155
RNA_POLYMERASE,302990,2,1836,1836,165
RNA_POLYMERASE,327758,2,3228,3228,180
RNA_POLYMERASE,327968,2,3018,3018,180
RNA_POLYMERASE,329252,2,1734,1734,180
RNA_POLYMERASE,331498,2,3276,3276,182
RNA_POLYMERASE,331965,2,2809,2809,182
RNA_POLYMERASE,332662,2,2112,2112,182
RNA_POLYMERASE,333097,2,1677,1677,182
RNA_POLYMERASE,334244,2,530,530,182
RNA_POLYMERASE,334519,2,255,255,182
RNA_POLYMERASE,336903,2,1422,1422,184
RNA_POLYMERASE_HOLOENZYME,344126,2,-3,0,187
RNA_POLYMERASE,344333,2,5,5,189
RNA_POLYMERASE,366565,2,1966,1966,202
RNA_POLYMERASE,366898,2,1633,1633,202
RNA_POLYMERASE,370201,2,1763,1763,204
RNA_POLYMERASE,371302,1,-1,0,0
RNA_POLYMERASE,371421,2,543,543,204
RNA_POLYMERASE,375410,2,1297,1297,208
RNA_POLYMERASE,375635,2,1072,1072,208
RNA_POLYMERASE,399319,2,480,480,219
RNA_POLYMERASE,400013,1,54,54,221
RNA_POLYMERASE,403227,2,475,475,223
RNA_POLYMERASE,403470,2,232,232,223
RNA_POLYMERASE,403693,2,9,9,223
RNA_POLYMERASE,433489,2,5152,5152,242
RNA_POLYMERASE,441550,2,2329,2329,246
RNA_POLYMERASE,448840,1,58,58,252
RNA_POLYMERASE,460825,2,127,127,264
RNA_POLYMERASE,471419,2,3160,3160,271
RNA_POLYMERASE,490218,2,946,946,282
RNA_POLYMERASE,495869,2,1092,1092,285
RNA_POLYMERASE,524034,2,7184,7184,301
RNA_POLYMERASE,527558,2,3660,3660,301
RNA_POLYMERASE,538239,2,53,53,307
RNA_POLYMERASE,540504,1,872,872,309
RNA_POLYMERASE,553780,2,1835,1835,321
RNA_POLYMERASE,562464,2,141,141,326
RNA_POLYMERASE,566471,2,1170,1170,330
,,,,,
#tot MRNAs: bound and free,,,,,
,,,,,
#name, mrna id, TU, TU length, copy id,
mRNA,0,TU_102,4894,1,
mRNA,1,TU_321,2057,1,
mRNA,2,TU_005,1732,1,
mRNA,3,TU_006,822,1,
mRNA,4,TU_008,3688,1,
mRNA,5,TU_009,3096,1,
mRNA,6,TU_011,2414,1,
mRNA,7,TU_018,1245,1,
mRNA,8,TU_028,1341,1,
mRNA,9,TU_031,1479,2,
mRNA,10,TU_031,1479,2,
mRNA,11,TU_034,438,1,
mRNA,12,TU_036,1704,2,
mRNA,13,TU_036,1704,2,
mRNA,14,TU_038,2043,1,
mRNA,15,TU_044,855,1,
mRNA,16,TU_052,1094,1,
mRNA,17,TU_055,4157,1,
mRNA,18,TU_056,627,1,
mRNA,19,TU_057,483,1,
mRNA,20,TU_059,3043,1,
mRNA,21,TU_062,4296,2,
mRNA,22,TU_062,4296,2,
mRNA,23,TU_066,603,1,
mRNA,24,TU_067,582,1,
mRNA,25,TU_079,354,1,
mRNA,26,TU_084,303,1,
mRNA,27,TU_085,843,1,
mRNA,28,TU_086,4425,1,
mRNA,29,TU_101,960,1,
mRNA,30,TU_102,4894,1,
mRNA,31,TU_103,183,2,
mRNA,32,TU_103,183,2,
mRNA,33,TU_104,2434,1,
mRNA,34,TU_106,114,1,
mRNA,35,TU_107,1742,2,
mRNA,36,TU_107,1742,2,
mRNA,37,TU_108,372,1,
mRNA,38,TU_110,915,1,
mRNA,39,TU_125,1032,1,
mRNA,40,TU_127,504,1,
mRNA,41,TU_130,189,2,
mRNA,42,TU_130,189,2,
mRNA,43,TU_132,2023,1,
mRNA,44,TU_133,2501,1,
mRNA,45,TU_142,1119,1,
mRNA,46,TU_148,1110,3,
mRNA,47,TU_148,1110,3,
mRNA,48,TU_148,1110,3,
mRNA,49,TU_151,4160,1,
mRNA,50,TU_152,2182,1,
mRNA,51,TU_155,2388,1,
mRNA,52,TU_173,4361,1,
mRNA,53,TU_176,3582,1,
mRNA,54,TU_180,3553,2,
mRNA,55,TU_180,3553,2,
mRNA,56,TU_182,3539,3,
mRNA,57,TU_182,3539,3,
mRNA,58,TU_182,3539,3,
mRNA,59,TU_202,2949,1,
mRNA,60,TU_204,2251,1,
mRNA,61,TU_228,1980,2,
mRNA,62,TU_228,1980,2,
mRNA,63,TU_246,2688,1,
mRNA,64,TU_251,2150,1,
mRNA,65,TU_256,330,1,
mRNA,66,TU_261,1516,1,
mRNA,67,TU_264,267,1,
mRNA,68,TU_275,3059,1,
mRNA,69,TU_285,3337,2,
mRNA,70,TU_285,3337,2,
mRNA,71,TU_286,1221,1,
mRNA,72,TU_291,2396,2,
mRNA,73,TU_291,2396,2,
mRNA,74,TU_292,2342,1,
mRNA,75,TU_294,1377,1,
mRNA,76,TU_296,4752,1,
mRNA,77,TU_299,399,1,
mRNA,78,TU_300,441,1,
mRNA,79,TU_306,516,1,
mRNA,80,TU_309,897,2,
mRNA,81,TU_309,897,2,
mRNA,82,TU_317,1326,1,
mRNA,83,TU_324,1191,1,
mRNA,84,TU_326,2109,1,
,,,,,
#RIBOSOME POSITIONS,,,,,
#ribosome position == 0: the ribosome EXISTS and it's at the beginning of the transcript,,,,,
,,,,,
#name, ribosome  id, TU, TU length,mrna id,ribosome position 
RIBOSOME,0,TU_008,3688,4,234
RIBOSOME,1,TU_008,3688,4,585
RIBOSOME,2,TU_009,3096,5,612
RIBOSOME,3,TU_009,3096,5,672
RIBOSOME,4,TU_011,2414,6,1832
RIBOSOME,5,TU_018,1245,7,570
RIBOSOME,6,TU_028,1341,8,480
RIBOSOME,7,TU_028,1341,8,918
RIBOSOME,8,TU_028,1341,8,1311
RIBOSOME,9,TU_031,1479,9,381
RIBOSOME,10,TU_034,438,11,48
RIBOSOME,11,TU_038,2043,14,792
RIBOSOME,12,TU_052,1094,16,387
RIBOSOME,13,TU_055,4157,17,54
RIBOSOME,14,TU_055,4157,17,1192
RIBOSOME,15,TU_055,4157,17,3164
RIBOSOME,16,TU_055,4157,17,3863
RIBOSOME,17,TU_059,3043,20,174
RIBOSOME,18,TU_059,3043,20,234
RIBOSOME,19,TU_059,3043,20,1243
RIBOSOME,20,TU_062,4296,21,30
RIBOSOME,21,TU_062,4296,22,336
RIBOSOME,22,TU_062,4296,22,612
RIBOSOME,23,TU_062,4296,21,2012
RIBOSOME,24,TU_062,4296,21,3693
RIBOSOME,25,TU_084,303,26,75
RIBOSOME,26,TU_085,843,27,687
RIBOSOME,27,TU_101,960,29,120
RIBOSOME,28,TU_102,4894,30,2292
RIBOSOME,29,TU_102,4894,0,2705
RIBOSOME,30,TU_106,114,34,48
RIBOSOME,31,TU_107,1742,36,566
RIBOSOME,32,TU_107,1742,35,797
RIBOSOME,33,TU_107,1742,35,1193
RIBOSOME,34,TU_108,372,37,171
RIBOSOME,35,TU_108,372,37,231
RIBOSOME,36,TU_110,915,38,795
RIBOSOME,37,TU_132,2023,43,1939
RIBOSOME,38,TU_133,2501,44,2228
RIBOSOME,39,TU_142,1119,45,615
RIBOSOME,40,TU_142,1119,45,750
RIBOSOME,41,TU_151,4160,49,632
RIBOSOME,42,TU_151,4160,49,2438
RIBOSOME,43,TU_152,2182,50,611
RIBOSOME,44,TU_152,2182,50,746
RIBOSOME,45,TU_152,2182,50,1752
RIBOSOME,46,TU_152,2182,50,1849
RIBOSOME,47,TU_155,2388,51,741
RIBOSOME,48,TU_155,2388,51,1959
RIBOSOME,49,TU_173,4361,52,777
RIBOSOME,50,TU_173,4361,52,1461
RIBOSOME,51,TU_173,4361,52,2898
RIBOSOME,52,TU_173,4361,52,4082
RIBOSOME,53,TU_176,3582,53,2745
RIBOSOME,54,TU_182,3539,56,1824
RIBOSOME,55,TU_182,3539,58,2505
RIBOSOME,56,TU_182,3539,56,1023
RIBOSOME,57,TU_182,3539,56,1242
RIBOSOME,58,TU_202,2949,59,426
RIBOSOME,59,TU_202,2949,59,573
RIBOSOME,60,TU_202,2949,59,2058
RIBOSOME,61,TU_204,2251,60,1615
RIBOSOME,62,TU_228,1980,61,1299
RIBOSOME,63,TU_228,1980,61,179
RIBOSOME,64,TU_228,1980,61,491
RIBOSOME,65,TU_246,2688,63,1701
RIBOSOME,66,TU_251,2150,64,540
RIBOSOME,67,TU_285,3337,70,987
RIBOSOME,68,TU_286,1221,71,594
RIBOSOME,69,TU_286,1221,71,966
RIBOSOME,70,TU_291,2396,73,1763
RIBOSOME,71,TU_291,2396,73,630
RIBOSOME,72,TU_291,2396,72,963
RIBOSOME,73,TU_292,2342,74,1862
RIBOSOME,74,TU_292,2342,74,1240
RIBOSOME,75,TU_292,2342,74,926
RIBOSOME,76,TU_292,2342,74,986
RIBOSOME,77,TU_300,441,78,411
RIBOSOME,78,TU_324,1191,83,420
