PROTEIN COUNT MONOMERS FRAME  6973,,,,,,
PROTEIN COUNT COMPLEXES FRAME  6960,,,,,,
protId, coordinates, strand, dna_footprint,,,
MG_469_7MER_ATP,578791,1,11,,,
MG_469_7MER_ATP,578923,1,11,,,
MG_469_7MER_ATP,579010,1,11,,,
#coordinate: refers to the START of RNApoly,,,,,,
 #state: -3=>promoter bound; -2=>free; -1=>non-specifically bound; 0=>not exist; 1=>actively transcribing,,,,,,
 #TU not for mRNA=> TU_088: rRNA; TU_178/TU_181/TU_226/TU_227: sRNA;TU_007/TU_037/TU_123/TU_134/TU_135/TU_136/TU_137/TU_138/TU_139/TU_140/TU_141/TU_146/TU_166/TU_168/TU_172/TU_187/TU_188/TU_189/TU_194/TU_220/TU_221/TU_223/TU_248/TU_250/TU_252/TU_276: tRNA,,,,,,
 coordinate (nt), strand, state, transcript length (nt), TranscriptionUnit id,,dna_footprint
RNA_POLYMERASE,7532,1,239,239,3,75
RNA_POLYMERASE,23668,1,1280,1280,10,75
RNA_POLYMERASE,25522,1,3134,3134,10,75
RNA_POLYMERASE,26477,1,442,442,11,75
RNA_POLYMERASE,29668,1,117,117,13,75
RNA_POLYMERASE,43857,1,-1,0,0,75
RNA_POLYMERASE,52715,1,2876,2876,25,75
RNA_POLYMERASE,64530,2,1719,1719,32,75
RNA_POLYMERASE,77501,1,3812,3812,40,75
RNA_POLYMERASE,82655,1,-1,0,0,75
RNA_POLYMERASE,109395,1,134,134,52,75
RNA_POLYMERASE,110135,1,874,874,52,75
RNA_POLYMERASE,114339,1,1622,1622,55,75
RNA_POLYMERASE,115497,1,2780,2780,55,75
RNA_POLYMERASE,117261,1,336,336,56,75
RNA_POLYMERASE,117877,1,325,325,57,75
RNA_POLYMERASE,118259,1,235,235,58,75
RNA_POLYMERASE,129526,1,840,840,63,75
RNA_POLYMERASE,136760,1,1992,1992,68,75
RNA_POLYMERASE,146230,1,1258,1258,74,75
RNA_POLYMERASE,149070,1,4098,4098,74,75
RNA_POLYMERASE,150920,1,5948,5948,74,75
RNA_POLYMERASE,163542,1,2580,2580,86,75
RNA_POLYMERASE,164131,1,3169,3169,86,75
RNA_POLYMERASE,164496,1,3534,3534,86,75
RNA_POLYMERASE,172450,1,2444,2444,88,75
RNA_POLYMERASE,173953,1,3947,3947,88,75
RNA_POLYMERASE,184212,1,160,160,93,75
RNA_POLYMERASE,210089,1,1523,1523,113,75
RNA_POLYMERASE,213045,2,-1,0,0,75
RNA_POLYMERASE,219756,1,2996,2996,116,75
RNA_POLYMERASE,232654,1,646,646,119,75
RNA_POLYMERASE,236191,1,675,675,120,75
RNA_POLYMERASE,239362,2,-1,0,0,75
RNA_POLYMERASE,253904,1,1325,1325,132,75
RNA_POLYMERASE,255333,1,713,713,133,75
RNA_POLYMERASE,255542,1,922,922,133,75
RNA_POLYMERASE,261992,1,2816,2816,143,75
RNA_POLYMERASE,266831,1,166,166,147,75
RNA_POLYMERASE,270078,1,829,829,148,75
RNA_POLYMERASE,272775,1,2371,2371,149,75
RNA_POLYMERASE,278780,1,4128,4128,151,75
RNA_POLYMERASE,283063,1,1071,1071,154,75
RNA_POLYMERASE,283405,1,10,10,155,75
RNA_POLYMERASE,284321,1,926,926,155,75
RNA_POLYMERASE,302990,2,1836,1836,165,75
RNA_POLYMERASE,327758,2,3228,3228,180,75
RNA_POLYMERASE,327968,2,3018,3018,180,75
RNA_POLYMERASE,329252,2,1734,1734,180,75
RNA_POLYMERASE,331498,2,3276,3276,182,75
RNA_POLYMERASE,331965,2,2809,2809,182,75
RNA_POLYMERASE,332662,2,2112,2112,182,75
RNA_POLYMERASE,333097,2,1677,1677,182,75
RNA_POLYMERASE,334244,2,530,530,182,75
RNA_POLYMERASE,334519,2,255,255,182,75
RNA_POLYMERASE,336903,2,1422,1422,184,75
RNA_POLYMERASE_HOLOENZYME,344126,2,-3,0,187,75
RNA_POLYMERASE,344333,2,5,5,189,75
RNA_POLYMERASE,366565,2,1966,1966,202,75
RNA_POLYMERASE,366898,2,1633,1633,202,75
RNA_POLYMERASE,370201,2,1763,1763,204,75
RNA_POLYMERASE,371302,1,-1,0,0,75
RNA_POLYMERASE,371421,2,543,543,204,75
RNA_POLYMERASE,375410,2,1297,1297,208,75
RNA_POLYMERASE,375635,2,1072,1072,208,75
RNA_POLYMERASE,399319,2,480,480,219,75
RNA_POLYMERASE,400013,1,54,54,221,75
RNA_POLYMERASE,403227,2,475,475,223,75
RNA_POLYMERASE,403470,2,232,232,223,75
RNA_POLYMERASE,403693,2,9,9,223,75
RNA_POLYMERASE,433489,2,5152,5152,242,75
RNA_POLYMERASE,441550,2,2329,2329,246,75
RNA_POLYMERASE,448840,1,58,58,252,75
RNA_POLYMERASE,460825,2,127,127,264,75
RNA_POLYMERASE,471419,2,3160,3160,271,75
RNA_POLYMERASE,490218,2,946,946,282,75
RNA_POLYMERASE,495869,2,1092,1092,285,75
RNA_POLYMERASE,524034,2,7184,7184,301,75
RNA_POLYMERASE,527558,2,3660,3660,301,75
RNA_POLYMERASE,538239,2,53,53,307,75
RNA_POLYMERASE,540504,1,872,872,309,75
RNA_POLYMERASE,553780,2,1835,1835,321,75
RNA_POLYMERASE,562464,2,141,141,326,75
RNA_POLYMERASE,566471,2,1170,1170,330,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,-2,0,0,75
RNA_POLYMERASE,0,0,-2,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
