PROTEIN COUNT MONOMERS FRAME  1184,,,,,,
PROTEIN COUNT COMPLEXES FRAME  1189,,,,,,
protId, coordinates, strand, dna_footprint,,,
MG_213_214_298_6MER_ADP,209190,1,630,,,
MG_213_214_298_6MER_ADP,214553,1,630,,,
MG_213_214_298_6MER_ADP,222833,1,630,,,
MG_213_214_298_6MER_ADP,229520,1,630,,,
MG_213_214_298_6MER_ADP,235335,1,630,,,
MG_213_214_298_6MER_ADP,241427,1,630,,,
MG_213_214_298_6MER_ADP,248597,1,630,,,
MG_213_214_298_6MER_ADP,256083,1,630,,,
MG_213_214_298_6MER_ADP,263590,1,630,,,
MG_213_214_298_6MER_ADP,273317,1,630,,,
MG_213_214_298_6MER_ADP,278871,1,630,,,
MG_213_214_298_6MER_ADP,284153,1,630,,,
MG_213_214_298_6MER_ADP,289927,1,630,,,
MG_213_214_298_6MER_ADP,295281,1,630,,,
MG_213_214_298_6MER_ADP,301561,1,630,,,
MG_213_214_298_6MER_ADP,307252,1,630,,,
MG_213_214_298_6MER_ADP,314921,1,630,,,
MG_213_214_298_6MER_ADP,320803,1,630,,,
MG_213_214_298_6MER_ADP,327094,1,630,,,
MG_213_214_298_6MER_ADP,333666,1,630,,,
MG_213_214_298_6MER_ADP,339630,1,630,,,
MG_213_214_298_6MER_ADP,344994,1,630,,,
MG_213_214_298_6MER_ADP,350536,1,630,,,
MG_213_214_298_6MER_ADP,356797,1,630,,,
MG_213_214_298_6MER_ADP,362338,1,630,,,
MG_213_214_298_6MER_ADP,368410,1,630,,,
MG_213_214_298_6MER_ADP,373974,1,630,,,
MG_213_214_298_6MER_ADP,380104,1,630,,,
MG_213_214_298_6MER_ADP,387800,1,630,,,
MG_213_214_298_6MER_ADP,393411,1,630,,,
MG_213_214_298_6MER_ADP,398841,1,630,,,
MG_213_214_298_6MER_ADP,405740,1,630,,,
MG_213_214_298_6MER_ADP,414442,1,630,,,
MG_213_214_298_6MER_ADP,419789,1,630,,,
MG_213_214_298_6MER_ADP,425273,1,630,,,
MG_213_214_298_6MER_ADP,430881,1,630,,,
MG_213_214_298_6MER_ADP,436237,1,630,,,
MG_213_214_298_6MER_ADP,441905,1,630,,,
MG_213_214_298_6MER_ADP,449542,1,630,,,
MG_213_214_298_6MER_ADP,455061,1,630,,,
MG_213_214_298_6MER_ADP,462300,1,630,,,
MG_213_214_298_6MER_ADP,467753,1,630,,,
MG_213_214_298_6MER_ADP,475864,1,630,,,
MG_213_214_298_6MER_ADP,481571,1,630,,,
MG_213_214_298_6MER_ADP,486856,1,630,,,
MG_213_214_298_6MER_ADP,493217,1,630,,,
MG_213_214_298_6MER_ADP,500354,1,630,,,
MG_213_214_298_6MER_ADP,507157,1,630,,,
MG_213_214_298_6MER_ADP,512554,1,630,,,
MG_213_214_298_6MER_ADP,519074,1,630,,,
MG_213_214_298_6MER_ADP,524410,1,630,,,
MG_213_214_298_6MER_ADP,529883,1,630,,,
MG_213_214_298_6MER_ADP,535412,1,630,,,
MG_213_214_298_6MER_ADP,541712,1,630,,,
MG_213_214_298_6MER_ADP,547312,1,630,,,
MG_213_214_298_6MER_ADP,552832,1,630,,,
MG_213_214_298_6MER_ADP,558197,1,630,,,
MG_213_214_298_6MER_ADP,564021,1,630,,,
MG_213_214_298_6MER_ADP,570607,1,630,,,
MG_213_214_298_6MER_ADP,575927,1,630,,,
MG_236_MONOMER,160981,1,36,,,
MG_236_MONOMER,188554,1,36,,,
MG_236_MONOMER,374854,1,36,,,
MG_428_DIMER,128603,1,28,,,
MG_428_DIMER,552553,1,28,,,
MG_469_1MER_ATP,14935,1,11,,,
MG_469_1MER_ATP,19649,1,11,,,
MG_469_1MER_ATP,28475,1,11,,,
MG_469_1MER_ATP,37712,1,11,,,
MG_469_1MER_ATP,51263,1,11,,,
MG_469_1MER_ATP,57686,1,11,,,
MG_469_1MER_ATP,59972,1,11,,,
MG_469_1MER_ATP,84010,1,11,,,
MG_469_1MER_ATP,99305,1,11,,,
MG_469_1MER_ATP,123294,1,11,,,
MG_469_1MER_ATP,127943,1,11,,,
MG_469_1MER_ATP,129150,1,11,,,
MG_469_1MER_ATP,129520,1,11,,,
MG_469_1MER_ATP,135969,1,11,,,
MG_469_1MER_ATP,137469,1,11,,,
MG_469_1MER_ATP,156602,1,11,,,
MG_469_1MER_ATP,156854,1,11,,,
MG_469_1MER_ATP,157005,1,11,,,
MG_469_1MER_ATP,157785,1,11,,,
MG_469_1MER_ATP,174641,1,11,,,
MG_469_1MER_ATP,211346,1,11,,,
MG_469_1MER_ATP,240106,1,11,,,
MG_469_1MER_ATP,245741,1,11,,,
MG_469_1MER_ATP,258333,1,11,,,
MG_469_1MER_ATP,259280,1,11,,,
MG_469_1MER_ATP,268924,1,11,,,
MG_469_1MER_ATP,291363,1,11,,,
MG_469_1MER_ATP,303366,1,11,,,
MG_469_1MER_ATP,305152,1,11,,,
MG_469_1MER_ATP,307958,1,11,,,
MG_469_1MER_ATP,312075,1,11,,,
MG_469_1MER_ATP,313200,1,11,,,
MG_469_1MER_ATP,348982,1,11,,,
MG_469_1MER_ATP,352862,1,11,,,
MG_469_1MER_ATP,359544,1,11,,,
MG_469_1MER_ATP,382481,1,11,,,
MG_469_1MER_ATP,384438,1,11,,,
MG_469_1MER_ATP,385300,1,11,,,
MG_469_1MER_ATP,390706,1,11,,,
MG_469_1MER_ATP,446028,1,11,,,
MG_469_1MER_ATP,470146,1,11,,,
MG_469_1MER_ATP,482308,1,11,,,
MG_469_1MER_ATP,486091,1,11,,,
MG_469_1MER_ATP,486367,1,11,,,
MG_469_1MER_ATP,486435,1,11,,,
MG_469_1MER_ATP,491909,1,11,,,
MG_469_1MER_ATP,495293,1,11,,,
MG_469_1MER_ATP,498793,1,11,,,
MG_469_1MER_ATP,520776,1,11,,,
MG_469_1MER_ATP,523429,1,11,,,
MG_469_1MER_ATP,527673,1,11,,,
MG_469_1MER_ATP,529465,1,11,,,
MG_469_1MER_ATP,554107,1,11,,,
MG_469_1MER_ATP,556936,1,11,,,
MG_469_1MER_ATP,566474,1,11,,,
MG_469_1MER_ATP,568116,1,11,,,
MG_469_1MER_ATP,574096,1,11,,,
MG_469_2MER_ATP,578791,1,11,,,
MG_469_2MER_ATP,578895,1,11,,,
#coordinate: refers to the START of RNApoly,,,,,,
 #state: -3=>promoter bound; -2=>free; -1=>non-specifically bound; 0=>not exist; 1=>actively transcribing,,,,,,
 #TU not for mRNA=> TU_088: rRNA; TU_178/TU_181/TU_226/TU_227: sRNA;TU_007/TU_037/TU_123/TU_134/TU_135/TU_136/TU_137/TU_138/TU_139/TU_140/TU_141/TU_146/TU_166/TU_168/TU_172/TU_187/TU_188/TU_189/TU_194/TU_220/TU_221/TU_223/TU_248/TU_250/TU_252/TU_276: tRNA,,,,,,
 coordinate (nt), strand, state, transcript length (nt), TranscriptionUnit id,,dna_footprint
RNA_POLYMERASE,4043,1,1199,1199,2,75
RNA_POLYMERASE,5238,1,2394,2394,2,75
RNA_POLYMERASE,8803,1,1510,1510,3,75
RNA_POLYMERASE,22693,1,305,305,10,75
RNA_POLYMERASE,26370,1,335,335,11,75
RNA_POLYMERASE,30255,1,704,704,13,75
RNA_POLYMERASE,67062,2,164,164,33,75
RNA_POLYMERASE_HOLOENZYME,70482,2,-3,0,37,75
RNA_POLYMERASE,94434,1,2511,2511,45,75
RNA_POLYMERASE,115572,1,2855,2855,55,75
RNA_POLYMERASE,125510,1,1094,1094,62,75
RNA_POLYMERASE,135888,1,1120,1120,68,75
RNA_POLYMERASE,140731,1,692,692,70,75
RNA_POLYMERASE,145537,1,565,565,74,75
RNA_POLYMERASE,147825,1,2853,2853,74,75
RNA_POLYMERASE,149672,1,4700,4700,74,75
RNA_POLYMERASE,170072,1,66,66,88,75
RNA_POLYMERASE,171721,1,1715,1715,88,75
RNA_POLYMERASE,173675,1,3669,3669,88,75
RNA_POLYMERASE,182696,1,1692,1692,92,75
RNA_POLYMERASE,198797,1,1621,1621,104,75
RNA_POLYMERASE,222286,1,717,717,118,75
RNA_POLYMERASE,232091,1,-1,0,0,75
RNA_POLYMERASE,235280,1,3272,3272,119,75
RNA_POLYMERASE,236225,1,709,709,120,75
RNA_POLYMERASE,239148,1,1802,1802,122,75
RNA_POLYMERASE,240241,2,46,46,123,75
RNA_POLYMERASE,245522,2,76,76,125,75
RNA_POLYMERASE,257753,1,12,12,140,75
RNA_POLYMERASE,257866,1,49,49,141,75
RNA_POLYMERASE,276949,1,2297,2297,151,75
RNA_POLYMERASE,277724,1,3072,3072,151,75
RNA_POLYMERASE,278795,1,4143,4143,151,75
RNA_POLYMERASE,283532,1,137,137,155,75
RNA_POLYMERASE,285284,1,1889,1889,155,75
RNA_POLYMERASE,286466,2,367,367,156,75
RNA_POLYMERASE,295991,2,1616,1616,163,75
RNA_POLYMERASE,300153,2,652,652,164,75
RNA_POLYMERASE,308572,1,936,936,170,75
RNA_POLYMERASE,309158,1,1522,1522,170,75
RNA_POLYMERASE,323371,2,1789,1789,176,75
RNA_POLYMERASE,329287,2,1699,1699,180,75
RNA_POLYMERASE,329465,2,1521,1521,180,75
RNA_POLYMERASE,330655,2,331,331,180,75
RNA_POLYMERASE,331446,2,3328,3328,182,75
RNA_POLYMERASE,331975,2,2799,2799,182,75
RNA_POLYMERASE,332200,2,2574,2574,182,75
RNA_POLYMERASE,343992,2,134,134,187,75
RNA_POLYMERASE,346422,1,1241,1241,191,75
RNA_POLYMERASE,366000,2,2531,2531,202,75
RNA_POLYMERASE,371900,2,64,64,204,75
RNA_POLYMERASE,399903,1,36,36,220,75
RNA_POLYMERASE,403163,2,539,539,223,75
RNA_POLYMERASE,403312,2,390,390,223,75
RNA_POLYMERASE,403435,2,267,267,223,75
RNA_POLYMERASE,403650,2,52,52,223,75
RNA_POLYMERASE,412640,2,295,295,231,75
RNA_POLYMERASE,419222,2,259,259,234,75
RNA_POLYMERASE,426453,2,460,460,240,75
RNA_POLYMERASE,432865,2,5776,5776,242,75
RNA_POLYMERASE,436906,2,1735,1735,242,75
RNA_POLYMERASE,437499,2,1142,1142,242,75
RNA_POLYMERASE,438299,2,342,342,242,75
RNA_POLYMERASE,440005,2,351,351,244,75
RNA_POLYMERASE,446259,2,7,7,250,75
RNA_POLYMERASE,447263,1,688,688,251,75
RNA_POLYMERASE,460216,1,602,602,263,75
RNA_POLYMERASE,474586,2,307,307,272,75
RNA_POLYMERASE,478494,1,1327,1327,275,75
RNA_POLYMERASE,494493,2,2468,2468,285,75
RNA_POLYMERASE,501344,2,1077,1077,288,75
RNA_POLYMERASE,508682,2,331,331,292,75
RNA_POLYMERASE,522737,2,8481,8481,301,75
RNA_POLYMERASE,526354,2,-1,0,0,75
RNA_POLYMERASE,561118,2,1487,1487,326,75
RNA_POLYMERASE,562274,2,331,331,326,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
RNA_POLYMERASE,0,0,0,0,0,75
